jugador,cfn_id,personaje,pais,mr
Liftsu,3135717304,Manon,Colombia,1460
ADLBoss77,4126572569,Manon,Brasil,1460
keiroppi,2826828821,Manon,Brasil,1460
ShiroiDragon,2092716360,Jamie,Brasil,1460
Digão_cwb,1514434848,Jamie,Brasil,1460
ShadowShankz,1481241336,E. Honda,Brasil,1460
LIUBLACK FGC,3524474439,Guile,Brasil,1460
Jhow07,4228370430,Marisa,Brasil,1460
Hado_K,2282273325,Marisa,Brasil,1460
Canizaian,1497046765,Juri,Argentina,1460
xTaKeR,3412423041,Blanka,Perú,1460
Insouciant,2086069920,Rashid,Argentina,1460
DarkZomb1e,2381603012,Dee Jay,Brasil,1460
HeavyCel,1516877359,Dee Jay,Brasil,1460
LuizApolo,4174311869,Ken,Brasil,1460
Myamoto Musashi,2213783959,Ken,Brasil,1460
Bayon8,2135836142,Ken,Colombia,1460
Unleash,2817804810,Ryu,Brasil,1460
Kyoto,2988966782,Ryu,Brasil,1460
IoriFarofeiro,1815800306,Cammy,Brasil,1459
Crisis,4063006788,Cammy,Chile,1459
TTV JazzFGC,3226160180,Cammy,Brasil,1459
WhensSakura,1687599509,Chun-Li,Argentina,1459
Lpzin,3995090066,Kimberly,Brasil,1459
ManoBrou79,3590304876,Jamie,Brasil,1459
Carbonarad0Mal,2091204480,E. Honda,Brasil,1459
Eddie Ferreira,1468947855,Luke,Brasil,1459
CaféeTrago,4156744287,Luke,Brasil,1459
DawnFall,1735862393,Marisa,Chile,1459
Protoman_Black,3187519638,Juri,Brasil,1459
IndigoXIV,3827927638,Blanka,Brasil,1459
newbie,1296326888,Rashid,Brasil,1459
Jummy,3540734440,A.K.I.,Brasil,1459
Baldur,1240972948,Dee Jay,Brasil,1459
Nate_BTT,2377978510,Cammy,Brasil,1458
Leomaximos-PC,1319074339,Zangief,Brasil,1458
CFO_Kolayne01x,1990283272,Manon,Brasil,1458
LocalTrapTV,2003373978,Kimberly,Guyana,1458
MagnaDM,1290402518,Jamie,Chile,1458
Faygo,1700794499,Jamie,Chile,1458
Kyoto,2988966782,Guile,Brasil,1458
Rangel_red,3875335332,Marisa,Brasil,1458
EduBRK,2725566130,Rashid,Brasil,1458
Kovac,3276589159,Dee Jay,Brasil,1458
Nero,3205342410,Ken,Argentina,1458
BILLSDESTRUIDOR,1034185530,Ryu,Brasil,1458
Gms_Fighter,1481692808,Ryu,Brasil,1458
Takashi,3112320097,Ryu,Brasil,1458
Mitsu,1081501131,Ryu,Brasil,1458
Zorro,4185585732,Cammy,Argentina,1457
anarcoEstatista,1893631691,Cammy,Brasil,1457
Mr Yoga,3222244499,Dhalsim,Brasil,1457
Orilarc,3759989749,Luke,Brasil,1457
viejo qliao.mp3,3920669864,Marisa,Chile,1457
Ederbrito88,3502967154,Blanka,Brasil,1457
EL_GATO_FGC,3822003018,Blanka,Argentina,1457
Negranja,1581035766,Rashid,Brasil,1457
IW|Mr.Master,1175082946,Rashid,Argentina,1457
Chok1tow,1810127290,Ken,Brasil,1457
Riskier,3992101817,Ken,Brasil,1457
TLima_82,4141000867,Ryu,Brasil,1457
Nostrax,2861120055,Dhalsim,Argentina,1456
Thegief,3589730579,Zangief,Argentina,1456
sccris,1508813856,Manon,Brasil,1456
LordChoripan,2564020042,Chun-Li,Chile,1456
LuisDudu,1459350612,Kimberly,Brasil,1456
Pode Ganha Noob,1913421359,E. Honda,Brasil,1456
Im Numba 1,2126539339,Marisa,Brasil,1456
Leo_Pixa-in,2914946285,Juri,Brasil,1456
Faz o M,1822751930,Dee Jay,Brasil,1456
VIS.MrDola,1717427161,Dee Jay,Brasil,1456
Retsutti,4020336637,Ken,Brasil,1456
JONI,1607175263,Ryu,Argentina,1456
WyvernCris,3557392407,Zangief,Chile,1455
WyvernCris,3557392407,Zangief,Chile,1455
SurrEnDeR,2270154242,Manon,Brasil,1455
Rengawarth,1480742966,E. Honda,Brasil,1455
FernandoLogan,1823306378,Guile,Brasil,1455
Banyanx,1931183406,Ryu,Brasil,1455
XiM MatriX,2972978085,Dhalsim,Brasil,1454
Fkc)NeO,3009694884,JP,Perú,1454
DarkZomb1e,2381603012,JP,Brasil,1454
黒いハデス,2148977827,JP,Brasil,1454
SrDonMejias,2260111176,Zangief,Chile,1454
Motivo,3157697520,Kimberly,Brasil,1454
Bassemaru,1947197711,Kimberly,Argentina,1454
RoxDox,2100784586,Kimberly,Brasil,1454
IG93,3529279835,E. Honda,Brasil,1454
HNS CACO,1730140627,Marisa,Chile,1454
Kazooie,2027883251,Marisa,Brasil,1454
Khormac,2776578611,Juri,Brasil,1454
Kusanagi,2123987981,Blanka,Venezuela,1454
Luke,1901334071,Dee Jay,Brasil,1454
Alteisen,4043816961,Ken,Argentina,1454
Alteisen,4043816961,Ken,Argentina,1454
BlackSaltBR,2407452879,Cammy,Brasil,1453
Pombo,3622917930,Cammy,Brasil,1453
JMB7,2334253279,Dhalsim,Chile,1453
White Kalameet,2154834158,Zangief,Brasil,1453
Goukyo,1576140264,Kimberly,Chile,1453
SilverGotYa,3190851415,E. Honda,Brasil,1453
Banyanx,1931183406,Guile,Brasil,1453
cowfaceblackTTV,1840888070,Guile,Brasil,1453
R-Moita,3034363588,Lily,Brasil,1453
GenyarikadoX,1217840637,Lily,Argentina,1453
HykeBR,1141987936,Dee Jay,Brasil,1453
zedobrejao,3362959514,Dee Jay,Brasil,1453
Ruka Te Amo,1258715571,Dee Jay,Brasil,1453
MasterGouken87,2591060597,Ryu,Brasil,1453
Nythimus,3758985760,Ryu,Brasil,1453
BOD_Azuma,3573169556,Cammy,Chile,1452
Sinick,3798896909,Cammy,Chile,1452
BaltaHS,2461462061,Cammy,Brasil,1452
DMulherPMulher,2056705965,Zangief,Brasil,1452
Prefiro MK,2749135493,E. Honda,Brasil,1452
Baltazar,2915342637,Marisa,Brasil,1452
MichelW,3100132872,Lily,Brasil,1452
MadoKula,1254076062,Lily,Colombia,1452
Salazio,4204445828,Ken,Chile,1452
NFMS Pipein,2453194966,Ryu,Chile,1452
Gabito_,2765401823,Dhalsim,Chile,1451
Yoho02,1855115145,Dhalsim,Brasil,1451
Vipergang,1151518855,JP,Brasil,1451
Volkodolak,1456170339,Zangief,Chile,1451
Legas,1434645804,Zangief,Brasil,1451
DonKensou,3024818084,Manon,Chile,1451
Condes04,1199054228,Jamie,Brasil,1451
Soulfactory,2580482472,E. Honda,Brasil,1451
Raiki,3037371530,Marisa,Brasil,1451
Stryker999,3185799969,Marisa,Brasil,1451
GeesePachi,1226819963,Juri,Perú,1451
Supr3mus 2D,3853660792,Ken,Brasil,1451
DevxMercy,2915202978,Cammy,Brasil,1450
Katano,1196128482,JP,Brasil,1450
Kairi_PC,1585655188,JP,Chile,1450
Tyck-Bone,3952175161,Zangief,Brasil,1450
Zlatan,2180624533,Zangief,Argentina,1450
Fonsinha,1449115535,Jamie,Brasil,1450
Kyll.,4142840135,Jamie,Brasil,1450
NNoobre,3552056706,E. Honda,Brasil,1450
DEADZINNN,3986616252,Luke,Brasil,1450
ZuZa,3622225115,Guile,Brasil,1450
Soulfactory,2580482472,Lily,Brasil,1450
Marraketa,2425150449,Ken,Chile,1450
Mikao,1472015413,Cammy,Brasil,1449
JaféSF6,3325299674,Cammy,Brasil,1449
EVA_01,1716068085,JP,Perú,1449
Mjuniorshu,2733969608,JP,Brasil,1449
Raphael,1781620517,Zangief,Brasil,1449
GIGA CHAD,4081818087,Kimberly,Brasil,1449
SchizoHUD,3265698282,Jamie,Chile,1449
Guard.Coelho,4163854733,E. Honda,Brasil,1449
MadoKula,1254076062,Luke,Colombia,1449
NappaJoestar,1845049441,Guile,Brasil,1449
Bubu_san,4022562260,Marisa,Ecuador,1449
ItsJoao,1138798219,Marisa,Brasil,1449
ROBKOF,1722122159,Blanka,Brasil,1449
Premol,3174839379,Blanka,Brasil,1449
tonin,1529872587,Ryu,Brasil,1449
Matheusshi,4037137127,Ryu,Brasil,1449
OFamosoPeDPano,3672641658,Cammy,Brasil,1448
IRazoR,4139401475,Cammy,Brasil,1448
SDX painkiller,3261984726,JP,Chile,1448
Andyfly,1969172853,JP,Chile,1448
Flex,1845835097,Chun-Li,Brasil,1448
Chojoako,3279227934,E. Honda,Chile,1448
PÁZADA,2260420532,Luke,Brasil,1448
Cotta,3580106440,Guile,Brasil,1448
ElCreeblue,1148160762,Guile,Venezuela,1448
Asta86,2137504917,Marisa,Argentina,1448
DavidRuim,1299911077,Marisa,Brasil,1448
Pangüão,1348010404,Juri,Brasil,1448
Vini2001,4164447401,Juri,Brasil,1448
Blanka.de.neve,1967408196,Blanka,Brasil,1448
JU-LOKAO-,3526054037,Dee Jay,Brasil,1448
The_LiTo,3729220544,Ken,Chile,1448
smash player,1438481602,Ryu,Brasil,1448
Paulo_Gouki,1301217222,Ryu,Brasil,1448
TTvDragaoBaiano,3210055909,Ryu,Brasil,1448
Adinei Adinael,3715449840,Ryu,Brasil,1448
BRYAN_STARVARES,4106535234,JP,Brasil,1447
TRT Zero,3526445220,Kimberly,Brasil,1447
Imagon,3189110674,Kimberly,Brasil,1447
Evilkyk,4216151683,Luke,Brasil,1447
Calder0n_Jr,3511245422,Luke,Chile,1447
dappercitrus,2692168332,Marisa,Brasil,1447
Linxia,3039267701,Juri,Brasil,1447
Nevers,2752144673,Juri,Brasil,1447
Mozart,2175778956,Ken,Brasil,1447
Armcz,2478443482,Ken,Brasil,1447
JRJUNIORJR17,3527275916,JP,Perú,1446
Rimminduim,1767667792,JP,Brasil,1446
ditonuts,3465835668,Manon,Brasil,1446
CANIBA,4134403002,Manon,Brasil,1446
-JEFO-,2819714783,Jamie,Brasil,1446
Jhalin,2219797440,E. Honda,Brasil,1446
Goukyo,1576140264,Luke,Chile,1446
MCD ♠ MeTaD!,1428698695,Luke,Brasil,1446
Giogio,2256172737,Guile,Argentina,1446
rawsseck,3865841120,Juri,Chile,1446
Sidazolano,1911333990,Juri,Venezuela,1446
FNB_Capincho,3031137375,Blanka,Brasil,1446
LIUBLACK FGC,3524474439,Dee Jay,Brasil,1446
BLK | HuGoKu,3663295462,Ken,Chile,1446
Sensei,4168843871,Ken,Brasil,1446
Farelo,3016510101,Cammy,Brasil,1445
OFamosoPeDPano,3672641658,Manon,Brasil,1445
Kyll.,4142840135,Kimberly,Brasil,1445
zMaurici0,1291008396,Kimberly,Brasil,1445
Hellhound,1893616377,Luke,Brasil,1445
RogerioPdas,1170434936,Guile,Brasil,1445
Octozooka,1867216151,Marisa,Brasil,1445
Freenicius,3985528200,Marisa,Brasil,1445
Takeshi,2950968996,Marisa,Brasil,1445
Gagg_09,3441544743,Juri,Venezuela,1445
PIT_fighter,3388099781,Blanka,Argentina,1445
ZEROHUNTER44,3700257153,Ken,Brasil,1445
MarvelGod,1503940488,Dhalsim,Brasil,1444
Veradd,3830649048,Zangief,Brasil,1444
Xerekas,2239292692,Chun-Li,Brasil,1444
Askani,2949126069,Jamie,Brasil,1444
Knuckles,2633995523,Marisa,Chile,1444
Lobooso,2538285359,Rashid,Brasil,1444
Red/XIII,2733365799,Ken,Brasil,1444
AR | Ronyman,1755097744,Ken,Chile,1444
REDBULL,3942451193,Ken,Brasil,1444
panicBRUTALITY,4163078250,Ken,Chile,1444
Joadouken,2882962308,Ryu,Chile,1444
MatoiiRoleta,3913314643,Manon,Brasil,1443
EDK203,2447933529,Manon,Brasil,1443
BLK | PlaayLe0,1117544419,Manon,Argentina,1443
Astaroth,3412649749,Kimberly,Brasil,1443
LucianoMFreitas,1535579406,E. Honda,Brasil,1443
Sicario,1987129787,Guile,Brasil,1443
Sicario,1987129787,Guile,Brasil,1443
Chocotone,1852414595,Marisa,Brasil,1443
DrStreetsPHD,1844743197,Marisa,Brasil,1443
Humble apple,2947972459,Juri,Ecuador,1443
DaniVillaRJ,3243870764,Blanka,Brasil,1443
Fox.Psicomantis,2361071188,Blanka,Brasil,1443
SyncopatioN,1812298322,Ryu,Brasil,1443
ODAKECHI,3533738615,JP,Brasil,1442
Crocks,3201979020,JP,Brasil,1442
HomemFEDERAL,1755684225,Zangief,Brasil,1442
TTV Insectoydee,2384892727,Kimberly,Brasil,1442
Kumo SAMA,1058365999,Kimberly,Brasil,1442
MagnoKill_FGC,2849516732,Kimberly,Brasil,1442
viejo qliao.mp3,3920669864,Jamie,Chile,1442
DaviBS,3555367285,Luke,Brasil,1442
Sini,2275914666,Luke,Chile,1442
Evil-Refree,2381391901,Guile,Colombia,1442
Zenki,1772681727,Juri,Brasil,1442
Trinki76,2174320658,Juri,Argentina,1442
GG Player,1728111980,Rashid,Brasil,1442
LOBISTASF,2778404269,A.K.I.,Brasil,1442
Gatêra,3942819426,Dee Jay,Brasil,1442
Mjuniorshu,2733969608,Dee Jay,Brasil,1442
Moka17,1434434375,Ken,Argentina,1442
ElChuck,2750990357,Manon,Chile,1441
DriveRushHater,3648347593,Luke,Argentina,1441
Arpino,2754091374,Luke,Brasil,1441
Mr.Rufino,2875593316,Guile,Brasil,1441
Auditor,2827399454,Marisa,Brasil,1441
NoscaS,1155191424,Marisa,Colombia,1441
Stryker999,3185799969,Juri,Brasil,1441
SuperCell,2943597055,Blanka,Brasil,1441
RobertDemolidor,1200245444,Blanka,Brasil,1441
Jirex,4096010480,Ken,Perú,1441
Cefi_champ,3910398081,Ken,Bolivia,1441
BKS Henrique ZN,2324582939,Ken,Brasil,1441
Hans Esteban,3461607685,Ryu,Chile,1441
RSnull,3662960874,Dhalsim,Chile,1440
Nsnake90,1579591791,Zangief,Brasil,1440
Ssf4,3394823144,Luke,Chile,1440
Abbysairaf,4143772655,Marisa,Brasil,1440
BuzzardBlack,2243234143,Juri,Brasil,1440
RindokanKarate,2734135242,Juri,Brasil,1440
Muteki,3093140707,Blanka,Brasil,1440
hammett,1652466567,Rashid,Perú,1440
Pe.MarceloHorse,2581892119,Rashid,Brasil,1440
CoraZ,3151890141,Rashid,Chile,1440
goenitz_77,2646100573,Ken,Perú,1440
VeNoM,2378180637,Ryu,Brasil,1440
Eka1ly,3643568799,Cammy,Brasil,1439
Yoho02,1855115145,Cammy,Brasil,1439
TVarok,3732767128,JP,Chile,1439
Hiropun,3859090295,Zangief,Brasil,1439
SDX Yash,4230454266,Manon,Chile,1439
ll-STR1K3R-llX,3660517676,Luke,Brasil,1439
Madmarck,2212554217,Guile,Brasil,1439
Blanka-Tyan,1480453857,Blanka,Brasil,1439
Roxsley,2399706217,JP,Brasil,1438
ST_Alpha,3724274060,Zangief,Brasil,1438
Tanga_Feroz,2159605042,Zangief,Uruguay,1438
Drolos,2459991954,Kimberly,Brasil,1438
Okami,1030353630,Kimberly,Brasil,1438
Sharivan,2286106313,E. Honda,Brasil,1438
Pilapius,1975758291,Luke,Brasil,1438
DarkMelocoton,2428465236,Guile,Brasil,1438
Welington_FGC,4200588622,Marisa,Brasil,1438
Nyyve,3967791425,Juri,Chile,1438
Blankaterrivel,1259676498,Blanka,Brasil,1438
AJ PRESIONATION,3335418563,Blanka,Perú,1438
Bakudou,3257127309,Ken,Brasil,1438
WARNING,2406366187,JP,Brasil,1437
SebaCV,1200283393,JP,Argentina,1437
Moon,2919435708,Chun-Li,Brasil,1437
NeguinhoFGC,2999421410,Jamie,Brasil,1437
TAKENO,1081757765,E. Honda,Brasil,1437
KoD_SmAuGx2,1746987195,Blanka,Brasil,1437
LARZEZEDABAHIA,3311207024,Lily,Brasil,1437
Tinika,3526513803,Dee Jay,Brasil,1437
Keogh,2694769066,Ken,Brasil,1437
Deftonerson,4267688521,Ken,Brasil,1437
Piassi,1235392925,Ryu,Brasil,1437
Be Honest :),3019122403,Cammy,Brasil,1436
Sait,1824036126,Chun-Li,Chile,1436
Christo_osf,1449380484,Kimberly,Chile,1436
capyBara,3549942489,Kimberly,Brasil,1436
Muhri,3679475680,E. Honda,Brasil,1436
BOD_Stark,3693329645,Luke,Chile,1436
Malagazs,1580773939,Guile,Brasil,1436
Marsell,3136317219,Juri,Brasil,1436
JoJo,3912488478,Juri,Colombia,1436
Br-K.O.EvilWolf,3892441402,Blanka,Brasil,1436
Argo,1879502535,Rashid,Brasil,1436
Toicin,3105515955,Dee Jay,Brasil,1436
kospc,1729585528,Cammy,Brasil,1435
ChimeeChungus,3316023298,Zangief,Perú,1435
Mr. Bills,1881478054,Manon,Brasil,1435
Auditor,2827399454,E. Honda,Brasil,1435
aki supremacy,2804158364,Juri,Brasil,1435
Hainxz,1323585587,Rashid,Brasil,1435
O Escolhido,2250402439,Dee Jay,Brasil,1435
Jhony_blayd,1827050852,Dee Jay,Brasil,1435
UCHIHA_JP_KBR,2497074456,Ken,Brasil,1435
ViolentMeliodas,2789522004,Ken,Brasil,1435
Kelvin Zetsuei,2539641486,Ken,Brasil,1435
LAGMAN,1936424071,Ken,Colombia,1435
Flank,2424056481,Cammy,Brasil,1434
gyaru_love,3784979338,Zangief,Brasil,1434
Mendes,2300093872,Chun-Li,Brasil,1434
BOD_DhunterTV,3586442831,Marisa,Chile,1434
Carbono,1173869172,Marisa,Brasil,1434
Jirex,4096010480,Marisa,Perú,1434
DemonWail,1009719857,Juri,Venezuela,1434
Fury,1385596901,Dee Jay,Chile,1434
UmPaiQualquer,1883162709,Dee Jay,Brasil,1434
GSUCHOA,3381682548,Ken,Brasil,1434
LeoDanelli,1342194646,Ken,Brasil,1434
Blackdragons,1871959201,JP,Argentina,1433
Lavendel,1848555135,JP,Argentina,1433
seilaoque,2333725120,JP,Brasil,1433
L9_wiLLian_rOx,3208503361,JP,Brasil,1433
ChinoFunkey,2902008017,JP,Perú,1433
Pastaker,2188054135,Zangief,Chile,1433
Team_Next_Hype,3777440715,Chun-Li,Perú,1433
mancito,1122315875,Chun-Li,Colombia,1433
ElPreso,1306705851,Kimberly,Perú,1433
Dann,4173767227,Rashid,Argentina,1433
NexAdriano,3465181812,Dee Jay,Brasil,1433
Felagameplay,2569393762,Dee Jay,Brasil,1433
Galestrike,2730025038,Ken,Brasil,1433
JHONYGAMERSF6,3139947089,Ryu,Brasil,1433
Voran,1370272042,Dhalsim,Argentina,1432
MauricioAM,2895054811,Dhalsim,Brasil,1432
josehand1,1658215019,JP,Brasil,1432
Ninnerd,3138715251,Manon,Ecuador,1432
Brecio_CG,2046178675,Kimberly,Brasil,1432
Fullh0use,4047635566,E. Honda,Brasil,1432
GinO,1918691176,Blanka,Chile,1432
FilosoFighter,2819492539,Lily,Brasil,1432
Kikofight,4057476758,Dee Jay,Brasil,1432
VVesley,3176018486,Dee Jay,Brasil,1432
StormRider,3965996044,Ryu,Brasil,1432
Vanx,1239111870,Cammy,Brasil,1431
MrMoGSz,3801286435,JP,Brasil,1431
The_3spectro,3042038800,Manon,Brasil,1431
AbelDelMaestro,3083567106,Jamie,Perú,1431
LF|GHOST-KILLER,1211421571,Luke,Brasil,1431
Comedor de bozo,3244179600,Blanka,Brasil,1431
Melrochion,3064052209,Blanka,Brasil,1431
Team_Next_Hype,3777440715,Rashid,Perú,1431
Yoho02,1855115145,Lily,Brasil,1431
PoopMonster,1916549718,Dee Jay,Paraguay,1431
TRT_Gordines,1144164213,Ken,Brasil,1431
AldairAlmirante,1767894905,Ryu,Perú,1431
BOD_Choken,1161967516,Cammy,Chile,1430
Liquid,3163103429,Zangief,Chile,1430
Kimm,1272298852,Manon,Brasil,1430
ShinobiBR,2487579211,Kimberly,Brasil,1430
Mano SapoCore,2134478679,Kimberly,Brasil,1430
こうたみ,2917093826,Kimberly,Argentina,1430
ザッパkorosu,1944390125,E. Honda,Argentina,1430
HackerXTX,3771023879,E. Honda,Perú,1430
R.PunK_CL,2489376061,Guile,Chile,1430
Dymas,3377233294,Dee Jay,Brasil,1430
CapitanMDLuffy,2555043147,Dee Jay,Argentina,1430
FA Chayanne,1943426030,Dee Jay,Argentina,1430
松本モダン,3559626050,Ken,Venezuela,1430
Jean12,1660665209,Ken,Brasil,1430
Deftonerson,4267688521,Ryu,Brasil,1430
Rivolta,1326326910,JP,Brasil,1429
Bene15,2607005681,Manon,Argentina,1429
fuggh,4113454508,Jamie,Argentina,1429
kino,2146291737,Luke,Brasil,1429
FelipeA84,4230910627,Juri,Chile,1429
Dunha,1933144048,Dee Jay,Brasil,1429
MazoQ,2501028503,Dee Jay,Brasil,1429
LIUBLACK FGC,3524474439,Ken,Brasil,1429
Miracle,1244432664,Ken,Brasil,1429
BrunoRomeo,2894787714,Dhalsim,Brasil,1428
WUS Nitsuga X,3242001147,Zangief,Uruguay,1428
Mysterioun,3990446531,Manon,Brasil,1428
RickBrayan,2091109494,Kimberly,Brasil,1428
SRBIZON / TTV,1935091314,E. Honda,Brasil,1428
KAVAYO,1833290698,E. Honda,Colombia,1428
Protoman_Black,3187519638,Marisa,Brasil,1428
AoshyTT,1510225455,Juri,Brasil,1428
aki supremacy,2804158364,Dee Jay,Brasil,1428
Paramore,3768174399,Cammy,Argentina,1427
angAJ,2670034452,Dhalsim,Brasil,1427
Dark_Michael666,4265611718,JP,Brasil,1427
Marquim,1438623727,Manon,Brasil,1427
afonsh0w,4047058937,Kimberly,Brasil,1427
Mikey,3934418421,Kimberly,Brasil,1427
cristian_rarg,2657648832,E. Honda,Argentina,1427
MyNameIsMemz,1032112475,Luke,Chile,1427
ArtorioSGA,4228242154,Guile,Paraguay,1427
Cap.Vodka,3684037071,Juri,Brasil,1427
RogerioPdas,1170434936,Dee Jay,Brasil,1427
Hammy,1915149754,Dee Jay,Ecuador,1427
mattos,2153444360,Ken,Brasil,1427
nevess,3046092557,Ryu,Brasil,1427
Markiño,3247673417,Ryu,Chile,1427
Arroz_ConBife,4145604319,JP,Argentina,1426
ST_Alpha,3724274060,Manon,Brasil,1426
bru_chao,2497074619,Chun-Li,Brasil,1426
Cleiton,1372023206,Kimberly,Brasil,1426
cmlo,4133780842,Kimberly,Chile,1426
RIZZO,3644460886,Jamie,Brasil,1426
gamezoeira007,2523011705,E. Honda,Brasil,1426
Tiago Duke,1777633092,Luke,Brasil,1426
Aligenigena,3122335940,Guile,Brasil,1426
TIAO DEMOLIDOR,2046976561,Marisa,Brasil,1426
Kayoshinn_,3660300715,Marisa,Brasil,1426
MDT Bruno-PDM,3606351057,Marisa,Brasil,1426
Yamamoto,2199052615,Juri,Brasil,1426
Oliveira.JR,2379781705,Juri,Brasil,1426
Deleon,1055657030,Ryu,Brasil,1426
Heaven and hell,2365490293,Ryu,Brasil,1426
Peste,3348520053,Cammy,Brasil,1425
cochino-rx,2410500187,JP,Chile,1425
Jesuah,2831775909,JP,Brasil,1425
Anew,2542162397,Manon,Brasil,1425
LEONAconlaRULER,2662888946,Manon,Chile,1425
Zehel,3937596182,Chun-Li,Brasil,1425
3510,1850442305,Kimberly,Brasil,1425
BLACKJUNGLE,2375892204,Guile,Colombia,1425
Titio Avô,3254431214,Juri,Brasil,1425
Cannibal,2433848532,Blanka,Brasil,1425
magicshot,2811553158,Rashid,Brasil,1425
Jimmy_Saa,2149541889,Lily,Perú,1425
MDL- EDIROMEIRO,1519757480,Dee Jay,Brasil,1425
donguikong,1089022437,Dee Jay,Chile,1425
BigDingo,2299775014,Dee Jay,Chile,1425
DickyVinagrinho,1930153342,Dee Jay,Brasil,1425
rawsseck,3865841120,Ken,Chile,1425
Kenpachi_11,1434247785,Ken,Brasil,1425
Goken_CL,3919273990,Ryu,Chile,1425
Royal,4243690223,Cammy,Perú,1424
PolicarpoKiller,2836624022,Dhalsim,Brasil,1424
Rocco_InsanosMC,2550852813,JP,Brasil,1424
Militão,1107013424,Zangief,Brasil,1424
Lighterphyton,1929428259,Manon,Brasil,1424
EduBRK,2725566130,Kimberly,Brasil,1424
Velk,2598797693,Jamie,Bolivia,1424
Temperus,4018109214,E. Honda,Colombia,1424
-Dragon_Legend-,3710516941,Luke,Brasil,1424
yelochi,2875635008,Luke,Perú,1424
Luizfarofa,2809291634,Marisa,Brasil,1424
DynamoCL,1722854502,Ken,Chile,1424
Cadeira e Corda,3909285170,Ken,Brasil,1424
godisbelow,3382787701,Ryu,Argentina,1424
Papu,2341342701,Cammy,Colombia,1423
Annatar,3301069639,JP,Argentina,1423
CrisGQ,3783847251,Chun-Li,Chile,1423
_PeNalty_$,1427656627,Jamie,Brasil,1423
Link,3053168043,Jamie,Brasil,1423
tundi,3670273569,Luke,Brasil,1423
Golden,1044005333,Guile,Brasil,1423
Jeff_Rodriigues,4105595619,Juri,Brasil,1423
Kongpletos,2238900152,Dee Jay,Chile,1423
MBarbosa,1471932936,Ryu,Brasil,1423
Saboneteira,1752934884,JP,Brasil,1422
Fondue,3139440446,JP,Chile,1422
Beto,1892161590,Kimberly,Brasil,1422
Velberan,3247744140,Jamie,Brasil,1422
HnS_Shukei,4201207477,E. Honda,Chile,1422
FrankBevi,1370337610,E. Honda,Chile,1422
Comitê-Matheus,2813368718,Marisa,Brasil,1422
Okok,2849651426,Marisa,Brasil,1422
Garou-BR,1485262891,Marisa,Brasil,1422
Mat.alves,1477344757,Juri,Brasil,1422
ttv/Lifeonmarsz,1484761638,Rashid,Brasil,1422
SmashPro,2433323821,Lily,Perú,1422
DEEJAY,3360517979,Dee Jay,Brasil,1422
Uchihabest,3289139188,Ken,Venezuela,1422
KyLLeR,4104229418,Ryu,Chile,1422
DançoForró,1139805894,Ryu,Brasil,1422
Ovejero_swTwich,2821849597,Ryu,Argentina,1422
Onimurasame,3458049670,Cammy,Chile,1421
Magus,1772582015,JP,Brasil,1421
LGBT-G-01,3893488091,JP,Brasil,1421
Towards,2721010398,Kimberly,Chile,1421
Ledrahdu,1512612372,Marisa,Brasil,1421
Gugames,1929518900,Cammy,Brasil,1420
Pires64,3078233166,Zangief,Brasil,1420
Esyv,3731088420,Manon,Brasil,1420
SnapTwice,3940087098,Luke,Brasil,1420
Kresnik,1748976769,Juri,Brasil,1420
PuestoPaTi,4093028105,Dee Jay,Paraguay,1420
Rugal,2915570013,Ken,Brasil,1420
SHIRYU,1446168541,Cammy,Brasil,1419
Rencell,3760703912,Dhalsim,Chile,1419
Khalid,1921009543,JP,Brasil,1419
ELTVN,2374289532,JP,Chile,1419
NicKillerN,1221261929,Chun-Li,Brasil,1419
HaZaRDark,2827397249,Kimberly,Brasil,1419
Lukejr,3830542519,Jamie,Brasil,1419
ShinRadahn,1718919551,Luke,Chile,1419
GilBlackSasuke,3493386748,Luke,Brasil,1419
Fondue,3139440446,Luke,Chile,1419
Klizard,2723775805,Marisa,Brasil,1419
Hugodz,1255818411,Marisa,Brasil,1419
Lavitz,2898579901,Marisa,Chile,1419
BLK | Kenpatsu,3006855806,Dee Jay,Chile,1419
VHL_Kaneki,1970184591,Ken,Argentina,1419
Chok1toww,1569212944,Ken,Brasil,1419
Luvinha,1022733853,Ryu,Brasil,1419
GuitarExx,3953929145,Cammy,Brasil,1418
Octaseco,2474194833,Cammy,Chile,1418
vini.PDG,1590917576,Chun-Li,Brasil,1418
Corey Capão,1267455520,E. Honda,Brasil,1418
Vinnyf2,2337407486,Kimberly,Brasil,1417
Etnad,1275991031,Jamie,Chile,1417
CPULVL1,3994162148,Jamie,Brasil,1417
yawn,1140461673,Guile,Chile,1417
SEMI-TRANQUILO,4135512687,Guile,Brasil,1417
JHCS,1972138837,Marisa,Brasil,1417
Ryder,4001447017,Marisa,Argentina,1417
Buiatchaka,1331468512,Blanka,Brasil,1417
Machine Head,2742131961,Ken,Brasil,1417
Palzgraf,1364426428,JP,Venezuela,1416
Theluks,2978063110,JP,Brasil,1416
DIONISIO,3316428071,Zangief,Brasil,1416
Muteus,1663688082,Manon,Brasil,1416
Mhgr,1803683776,Kimberly,Brasil,1416
LordeBumbumMole,2170539333,Kimberly,Brasil,1416
GamblingPrince,4069811493,Jamie,Argentina,1416
Master Barrocao,3918797844,Luke,Brasil,1416
BAYAGAMI,2863582141,Luke,Ecuador,1416
