rank,player,clase
885,NoLMTs#1546,barbarian
886,Repeat#1872,barbarian
887,Dreygo64#1152,barbarian
888,Kyowner#1943,barbarian
889,vul#1145,barbarian
890,Surveyvon#1337,barbarian
891,Kameara#1985,barbarian
892,nightfall#1371,barbarian
893,Zatarra#1909,barbarian
894,BIGW1G#1336,barbarian
895,Tamienne#1639,barbarian
896,Bluejesus#11169,barbarian
897,Groksh#1683,barbarian
898,jaqkEquips#1429,barbarian
899,Kuzumi#1400,barbarian
900,Halfurion#1651,barbarian
901,Ferraz95#1331,barbarian
902,lordjesus#1144,barbarian
903,Nomyar#1321,barbarian
904,muntaka#1431,barbarian
905,anjo#6317,barbarian
906,Haus#1781,barbarian
907,SpongeBoB#3496,barbarian
908,HighlyTaimed#1504,barbarian
909,PaxTharkas#1916,barbarian
910,PresBarkeep#1675,barbarian
911,Joelicus#1676,barbarian
912,Kirishima#11179,barbarian
913,XFNova#1655,barbarian
914,Cliff#12410,barbarian
915,bnmeza#1999,barbarian
916,MattxMaster#1984,barbarian
917,squatch#11774,barbarian
918,Garfong#1117,barbarian
919,TIKank#1226,barbarian
920,friedhouse#1848,barbarian
921,Dacra#1281,barbarian
922,Holovis#1586,barbarian
923,Froman#11943,barbarian
924,Speedy#11986,barbarian
925,Esoteric#1576,barbarian
926,Icetea#1365,barbarian
927,Bagnatouro#1873,barbarian
928,Lontrex#1897,barbarian
929,imgonawhoopu#1372,barbarian
930,Xis#1148,barbarian
931,Richness#1231,barbarian
932,BEOWULF#1309,barbarian
933,spazzz#1835,barbarian
934,Suntzu#1814,barbarian
935,GrimK1ng#1257,barbarian
936,a69e#1340,barbarian
937,Halfday#11268,barbarian
938,Subcrazy#1734,barbarian
939,nheckman10#1323,barbarian
940,재잘재잘#3545,barbarian
941,StoneyMalone#11509,barbarian
942,Ferisar#1917,barbarian
943,Deckard#1586,barbarian
944,Dist#1734,barbarian
945,GoneStupid#1579,barbarian
946,awesomedawg#1517,barbarian
947,Andros1899#1659,barbarian
948,Styxx#1879,barbarian
949,Holla4adolla#1241,barbarian
950,justNrage#1984,barbarian
951,Dragon#12206,barbarian
952,jmp29730#1989,barbarian
953,Smurphy#1147,barbarian
954,DeadlyRose#11687,barbarian
955,Haz#1532,barbarian
956,MrPacDot#1220,barbarian
957,BaneOfDiablo#1131,barbarian
958,FXK#1943,barbarian
959,LaughableOne#1198,barbarian
960,Swifthitz#1408,barbarian
961,PapaBruck#1970,barbarian
962,Keelhauler#1944,barbarian
963,Muroken#1893,barbarian
964,Grigorenko#1717,barbarian
965,Trancelly#1727,barbarian
966,PsychoMadone#1326,barbarian
967,cestmoitd#1699,barbarian
968,Divination#1695,barbarian
969,trouble3trio#1902,barbarian
970,GumbySky#1247,barbarian
971,Skeksis#11104,barbarian
972,Nimbus#12779,barbarian
973,Anrothan#11478,barbarian
974,Guttler#1973,barbarian
975,Origin#1498,barbarian
976,RHAZZOREN#1307,barbarian
977,Meatpac#6861,barbarian
978,HYPExBEAST#1460,barbarian
979,Prometheus69#1628,barbarian
980,GNEW#1425,barbarian
981,Janitor#1712,barbarian
982,WhiteOwl#1550,barbarian
983,VodkaGenius#1449,barbarian
984,perna#11171,barbarian
985,Helsavat#1360,barbarian
986,AzNpRyNcE#1182,barbarian
987,abcd#1961,barbarian
988,ABSU#1912,barbarian
989,Krush#1942,barbarian
990,Goa#1337,barbarian
991,Cbass#1677,barbarian
992,MeowHero#1772,barbarian
993,Darious891#1943,barbarian
994,도도한사단장#3169,barbarian
995,Decaied#1587,barbarian
996,Chrome#13426,barbarian
997,Coveiro#1120,barbarian
998,Rodolfinho#11733,barbarian
999,shonx#1638,barbarian
1000,KillinThaime#1208,barbarian
1001,Veigur#1324,barbarian
1002,Orbill#11105,barbarian
1003,Keeganley#1788,barbarian
1004,Rumaki#1972,barbarian
1005,Adryanno#11970,barbarian
1006,Baker#1802,barbarian
1007,Ir0nway#1192,barbarian
1008,FreeSkies#1950,barbarian
1009,Starunner#11449,barbarian
1010,Mystik#1653,barbarian
1011,Marwin#1846,barbarian
1012,Sebarial#1423,barbarian
1013,Kumaslayer90#1259,barbarian
1014,GabTheBeast#1594,barbarian
1015,Butche#1780,barbarian
1016,NerdMind#1575,barbarian
1017,cgoody#11856,barbarian
1018,flippythb#1394,barbarian
1019,Khrog#1140,barbarian
1020,Collomax#1344,barbarian
1021,Brutos#1971,barbarian
1022,Chronocide#11829,barbarian
1023,esoh#1402,barbarian
1024,Averinn#11429,barbarian
1025,Moonkin#11300,barbarian
1026,FCTShank#1471,barbarian
1027,KOROYAN#1789,barbarian
1028,Tony#1368,barbarian
1029,LucifronSun#1802,barbarian
1030,TyKlip#1285,barbarian
1031,Vankmin#1379,barbarian
1032,Smitty#1100,barbarian
1033,Pete#1961,barbarian
1034,Wuothan#1819,barbarian
1035,Socodo0gro#1878,barbarian
1036,Daedalus#11904,barbarian
1037,GreatBrey#1779,barbarian
1038,Spleenless#1139,barbarian
1039,tera#1698,barbarian
1040,Novati#2473,barbarian
1041,PurpleChongo#1536,barbarian
1042,ThienThan#1718,barbarian
1043,Kai#1558,barbarian
1044,Nakednative#1753,barbarian
1045,JSQUIBB#1728,barbarian
1046,JoMercenary#1932,barbarian
1047,krustyfur#1890,barbarian
1048,Dutycallss#1798,barbarian
1049,Nefer#1244,barbarian
1050,Hemathion#1765,barbarian
1051,tapao#11848,barbarian
1052,GiantDad#1624,barbarian
1053,Ale#1372,barbarian
1054,Duds#1203,barbarian
1055,Imidazole#1916,barbarian
1056,takeitsleazy#1280,barbarian
1057,Zexxon#1923,barbarian
1058,rampageks#11487,barbarian
1059,Divine#11193,barbarian
1060,tieka#11520,barbarian
1061,RikaPaizuri#1626,barbarian
1062,LumberjaCK#11595,barbarian
1063,LilLucifer#1490,barbarian
1064,Tuvia#1263,barbarian
1065,cinamonstick#1661,barbarian
1066,Rising#1751,barbarian
1067,BShornock#1245,barbarian
1068,Tippitytoe#1196,barbarian
1069,Drane#1326,barbarian
1070,Promisqus#1443,barbarian
1071,senj#1686,barbarian
1072,Pakkey#1228,barbarian
1073,Murtidash#1992,barbarian
1074,Bakers#1291,barbarian
1075,Nubbinz#1887,barbarian
1076,kiv#6576,barbarian
1077,jerome69#1499,barbarian
1078,Stumpi#1889,barbarian
1079,TOM#1448,barbarian
1080,Z0MB1EL4ND#1531,barbarian
1081,Sol#1120,barbarian
1082,whitesamurai#1691,barbarian
1083,Ladilora#1926,barbarian
1084,Ryzzle#1713,barbarian
1085,HuDsOnOWNSU#1342,barbarian
1086,HanksHottie#1537,barbarian
1087,Newee#11790,barbarian
1088,Jagt#1635,barbarian
1089,Helel#1162,barbarian
1090,Carniceir0#2408,barbarian
1091,Seefut#1665,barbarian
1092,Littlejonn#1630,barbarian
1093,TheHammer#1781,barbarian
1094,無關#3157,barbarian
1095,ButterBalls#1676,barbarian
1096,overmouette#1189,barbarian
1097,Beegs#1664,barbarian
1098,Cricket#1837,barbarian
1099,Dmaa#11518,barbarian
1100,Rase#1996,barbarian
1101,Joobaca#1449,barbarian
1102,靈心舞#3773,barbarian
1103,Sooplex#1807,barbarian
1104,dongdong#3442,barbarian
1105,Halerius#11826,barbarian
1106,Calicoz#1567,barbarian
1107,Swikky#11501,barbarian
1108,Comedian#11605,barbarian
1109,Totow#1266,barbarian
1110,FrollicAcid#1187,barbarian
1111,Zerasher#1249,barbarian
1112,iLunchbox#1124,barbarian
1113,BaneMayker#1265,barbarian
1114,lXl#3505,barbarian
1115,Jackal#1500,barbarian
1116,DuffZarn#1921,barbarian
1117,TRUTH#1747,barbarian
1118,HughManphist#1357,barbarian
1119,GQK#1882,barbarian
1120,Ryder#1992,barbarian
1121,chris#111818,barbarian
1122,chaeldar#1383,barbarian
1123,Murax#1146,barbarian
1124,Helioz#1976,barbarian
1125,Odin#14621,barbarian
1126,Bleak#1333,barbarian
1127,PoserPunx#1180,barbarian
1128,SolarisReq#1234,barbarian
1129,Chivas#11914,barbarian
1130,Avatar#1460,barbarian
1131,tok#1746,barbarian
1132,Flashecko#1887,barbarian
1133,TheCloneint#1913,barbarian
1134,chsk#1108,barbarian
1135,phatlewt#1696,barbarian
1136,Harukaze#6802,barbarian
1137,mOrS#2898,barbarian
1138,Souleater87#1299,barbarian
1139,TrejitOx#2900,barbarian
1140,Ghost#12678,barbarian
1141,Daunti#1951,barbarian
1142,Jaymes#1451,barbarian
1143,JamesDean#1783,barbarian
1144,Skyhavok#1382,barbarian
1145,Stokan#1991,barbarian
1146,Saawa#1156,barbarian
1147,FabioFCFilho#1664,barbarian
1148,VonVektor#1168,barbarian
1149,Worland#1649,barbarian
1150,Mattlock420#1322,barbarian
1151,Drkwngduck#1490,barbarian
1152,Elyseum#1423,barbarian
1153,Pathex#11113,barbarian
1154,Jongkar#1430,barbarian
1155,K0VU#1117,barbarian
1156,Humpadoor#11678,barbarian
1157,XanaTos#11840,barbarian
1158,Anime#2284,barbarian
1159,MartyMcFly#21291,barbarian
1160,PrettyMuch#1929,barbarian
1161,Gunselnut#1513,barbarian
1162,Side#6252,barbarian
1163,BananaBro#11711,barbarian
1164,Baltack#1214,barbarian
1165,WarKhaos#1746,barbarian
1166,Deena#1178,barbarian
1167,catfighter#3572,barbarian
1168,MotherMedusa#1643,barbarian
1169,Kane#1909,barbarian
1170,Draaxx#1910,barbarian
1171,MadProbe#1477,barbarian
1172,Bazzinga#2143,barbarian
1173,Craignficent#1511,barbarian
1174,Thrashr#1507,barbarian
1175,Tool#11429,barbarian
1176,DeckardCain#1957,barbarian
1177,Sabella#1549,barbarian
1178,Bright#1978,barbarian
1179,hobb2222#1218,barbarian
1180,ThatwasEIN#1325,barbarian
1181,Hammertime#1735,barbarian
1182,CrimeSean#1720,barbarian
1183,PerkasaCrazy#6874,barbarian
1184,eytrix#1973,barbarian
1185,MolagBal#1887,barbarian
1186,Twilliamson#1160,barbarian
1187,Acheron#1962,barbarian
1188,Solitude#1968,barbarian
1189,Treated#1719,barbarian
1190,unseen#1621,barbarian
1191,Nownedn#1488,barbarian
1192,LunchBox#12489,barbarian
1193,BMpenguin#1175,barbarian
1194,Juicey#1321,barbarian
1195,krackercat#6772,barbarian
1196,Overlord#2774,barbarian
1197,Highlander#2217,barbarian
1198,Harlow#1362,barbarian
1199,Wonko#11607,barbarian
1200,Maulie#11579,barbarian
1201,Steevnash#1253,barbarian
1202,LittleOgre#1817,barbarian
1203,Mauntra#1917,barbarian
1204,karl#3225,barbarian
1205,chipsab22#1906,barbarian
1206,ChrisPBacon#1978,barbarian
1207,Atomos#1834,barbarian
1208,Advanced#1482,barbarian
1209,Renecent#1909,barbarian
1210,股天樂#3142,barbarian
1211,Omega#11186,barbarian
1212,Zan#1260,barbarian
1213,iDaHuy#1381,barbarian
1214,Hitman2042#1860,barbarian
1215,Decay#1249,barbarian
1216,Delor#1712,barbarian
1217,AwkoTurtle#1702,barbarian
1218,DrakenKoren#1512,barbarian
1219,Nikkodu#1985,barbarian
1220,pOke#1815,barbarian
1221,Yanguti#1813,barbarian
1222,VortexII#1762,barbarian
1223,Sirene#1426,barbarian
1224,GodinhoRJ#1337,barbarian
1225,kiss#1283,barbarian
1226,RedRaisin#1328,barbarian
1227,Chemikill#1963,barbarian
1228,HappyFeet#156182,barbarian
1229,hAllS#1909,barbarian
1230,Bombus#11282,barbarian
1231,Kuj#1673,barbarian
1232,Irish#1658,barbarian
1233,b3ta#11308,barbarian
1234,TurboRT#1325,barbarian
1235,thunderage#11177,barbarian
1236,tivigny#1567,barbarian
1237,Avend#1699,barbarian
1238,thisisntadam#1416,barbarian
1239,Crazynp#1409,barbarian
1240,Loden#1534,barbarian
1241,DdDBrujah#1850,barbarian
1242,Keropp1#1795,barbarian
1243,IloveU#1216,barbarian
1244,Demon#11127,barbarian
1245,sanh#1310,barbarian
1246,Sokomachine#1871,barbarian
1247,FRANKYY#3874,barbarian
1248,Caboose#1618,barbarian
1249,Binkacol#1287,barbarian
1250,marc#1913,barbarian
1251,BlckyLawless#1185,barbarian
1252,NotTuDae#1337,barbarian
1253,K1N5L4Y3R#1149,barbarian
1254,ZAX#3745,barbarian
1255,DPC#11753,barbarian
1256,Cartouche#1554,barbarian
1257,Justaman#2703,barbarian
1258,Sergica#1253,barbarian
1259,DayWalker#1577,barbarian
1260,PunkNOFX#6780,barbarian
1261,Volrach#1126,barbarian
1262,Xoren#1656,barbarian
1263,Bruzer#1225,barbarian
1264,Archale#1813,barbarian
1265,Zhilo#2699,barbarian
1266,Donabrie#1827,barbarian
1267,samtheman20#1722,barbarian
1268,Nad#1728,barbarian
1269,Ittouryu#6957,barbarian
1270,Juice#12893,barbarian
1271,Emptyvessel#11861,barbarian
1272,Kznote#1666,barbarian
1273,PinGo#3168,barbarian
1274,Warrmonger#1948,barbarian
1275,rene#1220,barbarian
1276,AirUBreathe#1962,barbarian
1277,marsman88#1974,barbarian
1278,Galahad#12171,barbarian
1279,infinity#1250,barbarian
1280,dpaladinj#1515,barbarian
1281,BluEyedDemon#1800,barbarian
1282,CloudAtlas#3502,barbarian
1283,FightClub#11152,barbarian
1284,Snoova#11457,barbarian
1285,frankkiller#1140,barbarian
1286,Rotad#1337,barbarian
1287,Archirupe#1907,barbarian
1288,Alksaar1#1341,barbarian
1289,Kodek#1189,barbarian
1290,CaptnSplooge#1145,barbarian
1291,lecom#1698,barbarian
1292,Bobbey#1370,barbarian
1293,Oorlog#1763,barbarian
1294,Coruja#1821,barbarian
1295,Taxi284#1551,barbarian
1296,Shakal#1304,barbarian
1297,Grev#1306,barbarian
1298,Vraska#11201,barbarian
1299,Sasha#12886,barbarian
1300,8074397,m
1301,Sanjo#1498,barbarian
1302,PhoSho#1227,barbarian
1303,BloodiMax#2466,barbarian
1304,toyo#1446,barbarian
1305,Cheezy#1858,barbarian
1306,DiscoInFerno#1693,barbarian
1307,Dmo#1231,barbarian
1308,Icylind#11883,barbarian
1309,Malfador#1280,barbarian
1310,HenryLMG#1885,barbarian
1311,Lights#1320,barbarian
1312,Nosnibor#1437,barbarian
1313,SkyOtter#1211,barbarian
1314,Dreadnaught#1795,barbarian
1315,Hexum#1602,barbarian
1316,FetalLeakage#11837,barbarian
1317,brutanico#1410,barbarian
1318,Bütthead#1854,barbarian
1319,Loloup#1452,barbarian
1320,Dax#1447,barbarian
1321,Versa#11875,barbarian
1322,Lasar#11505,barbarian
1323,Intro#11895,barbarian
1324,nullaffinity#1161,barbarian
1325,Cyanide#1968,barbarian
1326,MTS#1690,barbarian
1327,Lachdanan#1638,barbarian
1328,chafian#1703,barbarian
1329,treebot#1311,barbarian
1330,gorak#1314,barbarian
1331,Ekcho#1339,barbarian
1332,Prune#1294,barbarian
1333,JBud52#1300,barbarian
1334,Nnotra#6640,barbarian
1335,Jekka#1399,barbarian
1336,Rocinante#11903,barbarian
1337,King#113739,barbarian
1338,MgDGohan#1302,barbarian
1339,DarKKnight77#1504,barbarian
1340,gnarx#1439,barbarian
1341,Charky#1919,barbarian
1342,Gabagool#11297,barbarian
1343,Saiyan#1481,barbarian
1344,Slimjimm#1511,barbarian
1345,reddragon234#1520,barbarian
1346,Rocketman#1503,barbarian
1347,Neebs#11429,barbarian
1348,HanVo#1359,barbarian
1349,EmptyRed#1528,barbarian
1350,iiBloodShott#1292,barbarian
1351,Moises#1240,barbarian
1352,Phuzun#1226,barbarian
1353,Risca#1102,barbarian
1354,Combat#11394,barbarian
1355,Fizzla#11674,barbarian
1356,BoonZero#1717,barbarian
1357,CANUCK#1881,barbarian
1358,Hid#1402,barbarian
1359,Keabler#1628,barbarian
1360,Coles#1536,barbarian
1361,RussRaidBoss#1647,barbarian
1362,NightRaven#158892,barbarian
1363,Sleepless#1860,barbarian
1364,JIanJI#3507,barbarian
1365,Millardo#1375,barbarian
1366,Fletch#1662,barbarian
1367,Entranced#1506,barbarian
1368,Kalion#1391,barbarian
1369,Laserface#1430,barbarian
1370,Alex#130461,barbarian
1371,Sombre#1321,barbarian
1372,ANameChange#1169,barbarian
1373,Chaplain#1525,barbarian
1374,FlippyFlopys#1151,barbarian
1375,StealthyOne#1945,barbarian
1376,massfireplug#1699,barbarian
1377,wolf123#1418,barbarian
1378,bobgraton#1859,barbarian
1379,Flair4Gold#1422,barbarian
1380,Uhhuhhuhhuhh#1380,barbarian
1381,Baconator#11469,barbarian
1382,LetsGoHunt#1206,barbarian
1383,Joseph#1617,barbarian
1384,sweetescape#21969,barbarian
1385,Kelberen#1486,barbarian
1386,Fafnir#11190,barbarian
1387,Cavalera#1521,barbarian
1388,Ca53ydila#1286,barbarian
1389,HandyJ#1970,barbarian
1390,Ryusanagi#1288,barbarian
1391,Odiddy#1190,barbarian
1392,YouDownNB#1574,barbarian
1393,Murked#1901,barbarian
1394,Murdalicious#1374,barbarian
1395,Pato#1920,barbarian
1396,Bløød#1777,barbarian
1397,Eggsaladin#1178,barbarian
1398,cyberquist#1337,barbarian
1399,TaingMonkey#1979,barbarian
1400,Dudeofdead#1539,barbarian
1401,Btreyu#1300,barbarian
1402,Spectre#1893,barbarian
1403,FKgofae#1784,barbarian
1404,joenathan89#1995,barbarian
1405,Malkcrazy#1716,barbarian
1406,Justin9242#6109,barbarian
1407,Hadez#1549,barbarian
1408,orthotobi#1981,barbarian
1409,TerenceTeng#6692,barbarian
1410,Impetus#1277,barbarian
1411,Zorox#1188,barbarian
1412,Panda#11447,barbarian
1413,Anessthetize#1220,barbarian
1414,IoaneTsunami#1501,barbarian
1415,hawkkiwi#1595,barbarian
1416,Bulwark#1607,barbarian
1417,grimlock#1323,barbarian
1418,Blackout#1182,barbarian
1419,Havoc#1312,barbarian
1420,Anatsir#1578,barbarian
1421,KrOmZ#1491,barbarian
1422,Corruption#1550,barbarian
1423,lvzz#1375,barbarian
1424,Goose#1714,barbarian
1425,FunkMastah#11785,barbarian
1426,Kllan#1617,barbarian
1427,Delonoth#1855,barbarian
1428,Dysiak#1561,barbarian
1429,SoulBalCaaM#1436,barbarian
1430,ReaverCS#1662,barbarian
1431,HoldenHall36#1850,barbarian
1432,Tuyen#1106,barbarian
1433,Kerm0#1584,barbarian
1434,Quiverbone#11650,barbarian
1435,Dustin#1485,barbarian
1436,Tattedwolf22#1397,barbarian
1437,SirPhilliam#1623,barbarian
1438,HonEBadger#1152,barbarian
1439,EpicGrandma#1644,barbarian
1440,Auronblade#1994,barbarian
1441,amour#1293,barbarian
1442,Cric#1566,barbarian
1443,Dura#1639,barbarian
1444,Superxman#1333,barbarian
1445,Tucker#11369,barbarian
1446,Link#1122,barbarian
1447,Pip#1332,barbarian
1448,Zuritch#1686,barbarian
1449,Linskey666#1273,barbarian
1450,Kirpich#1697,barbarian
1451,andicus#11393,barbarian
1452,Tyranno#1195,barbarian
1453,歐拉夫#4560,barbarian
1454,Gunner2590#1363,barbarian
1455,Alexandre#11938,barbarian
1456,Tyddus#1658,barbarian
1457,Danzor#1216,barbarian
1458,VanHelsing#1200,barbarian
1459,NoodleFish#1843,barbarian
1460,Bwner#1976,barbarian
1461,WildPants#1523508,barbarian
1462,Gexus#1668,barbarian
1463,SQWISHY#1440,barbarian
1464,MichaelCycle#1539,barbarian
1465,HashHonkey#1151,barbarian
1466,Moorman#1850,barbarian
1467,TSAT#1283,barbarian
1468,Gorespine#1591,barbarian
1469,JuiceWeasel#1212,barbarian
1470,Wolfman#1356,barbarian
1471,Konradcurze#1798,barbarian
1472,Soryu#1466,barbarian
1473,WhiskeyGolf#1416,barbarian
1474,Bear#1694,barbarian
1475,Kabello#1201,barbarian
1476,FatTony#1251,barbarian
1477,mvincent1102#1961,barbarian
1478,CodyLee#1987,barbarian
1479,15196139,f
1480,leoninhk#2752,barbarian
1481,MakinBacon#11687,barbarian
1482,Landofdoom#1428,barbarian
1483,RiZe#11175,barbarian
1484,IronPickle#11276,barbarian
1485,D2Legend#1601,barbarian
1486,ElBrou#1683,barbarian
1487,migueman#1416,barbarian
1488,t3heaven#1204,barbarian
1489,BeerBaran#1131,barbarian
1490,Larraby#1719,barbarian
1491,Saga#1924,barbarian
1492,Neme#1195,barbarian
1493,Filthy#1901,barbarian
1494,Ironseid#1414,barbarian
1495,POSSSESSSED#1456,barbarian
1496,BULKENSTEIN#1243,barbarian
1497,Ylyndyr#1490,barbarian
1498,Jorlah#1375,barbarian
1499,Sephiroth#1400,barbarian
1500,BillyGoat#1750,barbarian
1501,LqdCokane#1829,barbarian
1502,Shoushin#1377,barbarian
1503,V0iletRblue#1381,barbarian
1504,FishyFresh#11456,barbarian
1505,youpi#1891,barbarian
1506,Fred#1803,barbarian
1507,Clammy#11673,barbarian
1508,ticklemonstr#1947,barbarian
1509,MrrFelix#1770,barbarian
1510,chaji#11620,barbarian
1511,CloaknDagger#1875,barbarian
1512,Kyjio#1716,barbarian
1513,ShacoPhèdre#1424,barbarian
1514,Kelorthast#1839,barbarian
1515,aimkai#1939,barbarian
1516,MrSyms#2723,barbarian
1517,Russ#1417,barbarian
1518,Gangster#11201,barbarian
1519,sAwCe#11319,barbarian
1520,Shibas#1380,barbarian
1521,Sikoso#1642,barbarian
1522,luca#1836,barbarian
1523,Wolfius#1116,barbarian
1524,Bottron#1167,barbarian
1525,Bronan#11841,barbarian
1526,Beckinsalex#1342,barbarian
1527,ESTIDECRISS#1842,barbarian
1528,RnDMonkey#1929,barbarian
1529,Coboeq#1831,barbarian
1530,Sciar#1335,barbarian
1531,DrunkenMime#11930,barbarian
1532,DeathWing#1491,barbarian
1533,RustyBullet#11278,barbarian
1534,Odysseus#2384,barbarian
1535,Zabara#1829,barbarian
1536,BritMosscoe#1843,barbarian
1537,Oxius#1439,barbarian
1538,Coldcrypt#1814,barbarian
1539,Flex#6877,barbarian
1540,Newtown#1946,barbarian
1541,ELFULA#1580,barbarian
1542,Hope#1623,barbarian
1543,cabynum#1840,barbarian
1544,PiGGieBANx#1399,barbarian
1545,Firefreek22#1162,barbarian
1546,SEJONGMANYEA#1259,barbarian
1547,Sizhanxian#1543,barbarian
1548,Mcra#1105,barbarian
1549,Jonaastu#2723,barbarian
1550,Foqls#1764,barbarian
1551,Reaper101#11270,barbarian
1552,Keko#11543,barbarian
1553,CybrPnkPnch#1979,barbarian
1554,Kowalski#1503,barbarian
1555,sek3o11#1208,barbarian
1556,Astaroth#1937,barbarian
1557,krouger22#1402,barbarian
1558,Tendon#1997,barbarian
1559,Guinness#1968,barbarian
1560,mav1989#1701,barbarian
1561,NaeBumaye#1268,barbarian
1562,WhiteTiga#11112,barbarian
1563,Justine#1755,barbarian
1564,Spooy#1496,barbarian
1565,damnitus#1655,barbarian
1566,Hallow#1230,barbarian
1567,Marhault#1702,barbarian
1568,NetCode#1442,barbarian
1569,Shinku#1755,barbarian
1570,JzLyNn#1371,barbarian
1571,Truedge#1249,barbarian
1572,Buggawolf#1732,barbarian
1573,Agulha#1722,barbarian
1574,Borgook#1798,barbarian
1575,Crucial#1443,barbarian
1576,CityShrimp#11751,barbarian
1577,Rusty#1575,barbarian
1578,Extortionist#1389,barbarian
1579,Scifighter#11937,barbarian
1580,Sasij#1795,barbarian
1581,MOODY#1747,barbarian
1582,lampardwah#3466,barbarian
1583,Kunteper#21373,barbarian
1584,DavisLegion#1120,barbarian
1585,Ozgardian#1627,barbarian
1586,Reis#1836,barbarian
1587,Rhagadash#1322,barbarian
1588,Phreshmaker#1298,barbarian
1589,Haydez#1410,barbarian
1590,Buzzmanjoe#1963,barbarian
1591,Linx#1378,barbarian
1592,Werewolf#2138,barbarian
1593,ArchAngel#1370,barbarian
1594,Benji89#11414,barbarian
1595,Cadegamin96#1123,barbarian
1596,maude2#1941,barbarian
1597,Pandemic#11553,barbarian
1598,Thanatopsis#1680,barbarian
1599,PILLA#1211,barbarian
1600,Gilvaroth123#1117,barbarian
1601,Aesics#1257,barbarian
1602,Michlindor#1773,barbarian
1603,WhiteHorse#11702,barbarian
1604,Alternn#1427,barbarian
1605,PedroAranda#1585,barbarian
1606,Hydromink#1544,barbarian
1607,RunTheCastle#1731,barbarian
1608,Sidekick#11635,barbarian
1609,Venrilius#1324,barbarian
1610,Shotzzx#1343,barbarian
1611,BoneMuncher#1116,barbarian
1612,blazinbrit#1175,barbarian
1613,grim#1533,barbarian
1614,Samurai#12417,barbarian
1615,FlipFlop#11624,barbarian
1616,Rigamortis#1273,barbarian
1617,Vooch#1295,barbarian
1618,MooseThunder#1527,barbarian
1619,Sabochan#1561,barbarian
1620,Turnip#1301,barbarian
1621,PhongVan#1791,barbarian
1622,Mccheesyton#1259,barbarian
1623,Huckleberry#11682,barbarian
1624,MiniMeh#1641,barbarian
1625,Creator#1206,barbarian
1626,BITTENCA68#1152,barbarian
1627,LightWingZ#1670,barbarian
1628,JaseyGooGoo#1669,barbarian
1629,Frnklybobbit#1298,barbarian
1630,TheLazyGamer#11524,barbarian
1631,Epedizzle#1603,barbarian
1632,Tokyofresh#11719,barbarian
1633,Fawakamaha#1129,barbarian
1634,CakenSyrup#1866,barbarian
1635,BigDee#1631,barbarian
1636,pancholin#1248,barbarian
1637,Zombeam#1934,barbarian
1638,Str3Rx#2667,barbarian
1639,doughboy13#1240,barbarian
1640,Prose#1949,barbarian
1641,Elisif#1669,barbarian
1642,Demetre#1549,barbarian
1643,Reagsdad#1934,barbarian
1644,KneeCapper#1684,barbarian
1645,lordmatthius#11747,barbarian
1646,Darkguard#1335,barbarian
1647,JeffT#1672,barbarian
1648,Ecliptical#1504,barbarian
1649,Venas#1533,barbarian
1650,Webad#1377,barbarian
1651,LeLoup#11309,barbarian
1652,proto84#1888,barbarian
1653,MARU#1325,barbarian
1654,Aeglefish#1764,barbarian
1655,MataMosca#1750,barbarian
1656,beej#1480,barbarian
1657,wesson418#2262,barbarian
1658,NEMESIS#14255,barbarian
1659,Mikhial#1173,barbarian
1660,Zavius#11449,barbarian
1661,Thorden#1299,barbarian
1662,xadin#1142,barbarian
1663,Figgs#1796,barbarian
1664,XpRience#1274,barbarian
1665,Justiniano#1455,barbarian
1666,ALEX#118119,barbarian
1667,Brainless#1980,barbarian
1668,Ryan#111884,barbarian
1669,Jarno#21146,barbarian
1670,JackReaper#1946,barbarian
1671,BattlelToad#1927,barbarian
1672,Pelarius#1229,barbarian
1673,Seven#13442,barbarian
1674,FunkyWeek#3327,barbarian
1675,muggs#11127,barbarian
1676,Furious#1361,barbarian
1677,Moe#1339,barbarian
1678,soap#1703,barbarian
1679,asmodyam#1320,barbarian
1680,HIimHIGH#1676,barbarian
1681,RipRizzle#1221,barbarian
1682,Barbiturates#1317,barbarian
1683,Sadrows#1151,barbarian
1684,Force#11535,barbarian
1685,LuckyTiger#123299,barbarian
1686,Scarbelly#1793,barbarian
1687,Mytoonssuck#1268,barbarian
1688,JBees#1638,barbarian
1689,Eso#11987,barbarian
1690,Bisonslayer#11667,barbarian
1691,Febtober#1993,barbarian
1692,HvbBaka#1319,barbarian
1693,Grish#1473,barbarian
1694,Oki#1841,barbarian
1695,N1lla#1871,barbarian
1696,maddog#1140,barbarian
1697,Jaz#1587,barbarian
1698,barrrf#1375,barbarian
1699,Dedgame#1154,barbarian
1700,Santos#1272,barbarian
1701,ViSaLuS#1387,barbarian
1702,Boogiesg#1350,barbarian
1703,Njoy#11260,barbarian
1704,Sanitarium#1985,barbarian
1705,Crahan#11333,barbarian
1706,LoneWanderer#11713,barbarian
1707,Tr3v1n#11809,barbarian
1708,Citz3nSnip3s#1852,barbarian
1709,AlfaceVerde#1926,barbarian
1710,MFDOOM#11769,barbarian
1711,Absalome#1271,barbarian
1712,Ankev#1846,barbarian
1713,arndawg#1193,barbarian
1714,Mallakai#11870,barbarian
1715,Coffee#1594,barbarian
1716,Acidic#11873,barbarian
1717,Spilt#1753,barbarian
1718,Cad#1607,barbarian
1719,xNeGima#1696,barbarian
